"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-06-03","4.47",",,W",,,,," 0427",",,W","0.00","T,,W",,,,,,,"85",",,W","68",",,W",,,"  230",",,W","  230",",,W",,,,,"13.0",",,W","18.1",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-06-04","2.46",",,W",,,,," 1429",",,W","0.00",",,W",,,,,,,"89",",,W","64",",,W",,,"  130",",,W","  150",",,W",,,,,"8.9",",,W","14.1",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-06-05","6.04",",,W",,,,," 1708",",,W","0.02",",,W",,,,,,,"85",",,W","70",",,W",,,"  180",",,W","  190",",,W",,,,,"19.9",",,W","25.9",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-06-06","9.17",",,W",,,,," 1606",",,W","0.17",",,W",,,,,,,"86",",,W","72",",,W",,,"  240",",,W","  240",",,W",,,,,"18.1",",,W","29.1",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-06-07","5.59",",,W",,,,," 1308",",,W","0.00",",,W",,,,,,,"88",",,W","67",",,W",,,"  280",",,W","  320",",,W",,,,,"18.1",",,W","25.9",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-06-08","4.92",",,W",,,,," 1405",",,W","0.00",",,W",,,,,,,"88",",,W","58",",,W",,,"  300",",,W","  320",",,W",,,,,"16.1",",,W","25.1",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-06-09","5.59",",,W",,,,," 1346",",,W","0.00",",,W",,,,,,,"91",",,W","67",",,W",,,"  290",",,W","  260",",,W",,,,,"19.9",",,W","29.1",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-06-10","5.14",",,W",,,,," 2133",",,W","0.00",",,W",,,,,,,"85",",,W","60",",,W",,,"  270",",,W","  350",",,W",,,,,"15.0",",,W","25.1",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-06-11","2.68",",,W",,,,," 1435",",,W","0.00",",,W",,,,,,,"81",",,W","59",",,W",,,"  320",",,W","  310",",,W",,,,,"8.9",",,W","18.1",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-06-12","2.01",",,W",,,,," 1529",",,W","0.00",",,W",,,,,,,"83",",,W","57",",,W",,,"  170",",,W","  200",",,W",,,,,"8.9",",,W","14.1",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-06-13","7.16",",,W",,,,," 1430",",,W","0.00",",,W",,,,,,,"92",",,W","64",",,W",,,"  190",",,W","  170",",,W",,,,,"14.1",",,W","21.0",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-06-14","5.82",",,W",,,,," 2209",",,W","0.00","T,,W",,,,,,,"93",",,W","71",",,W",,,"  320",",,W","  320",",,W",,,,,"17.0",",,W","36.0",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-06-15","3.58",",,W",,,,," 1126",",,W","0.00",",,W",,,,,,,"88",",,W","64",",,W",,,"  310",",,W","  310",",,W",,,,,"13.0",",,W","17.0",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-06-16","2.24",",,W",,,,," 1139",",,W","0.00",",,W",,,,,,,"88",",,W","59",",,W",,,"  180",",,W","  130",",,W",,,,,"10.1",",,W","15.0",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-06-17","7.38",",,W",,,,," 1134",",,W","0.00",",,W",,,,,,,"91",",,W","68",",,W",,,"  190",",,W","  190",",,W",,,,,"15.0",",,W","23.9",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-06-18","4.70",",,W",,,,," 1719",",,W","0.00",",,W",,,,,,,"91",",,W","71",",,W",,,"   80",",,W","  110",",,W",,,,,"10.1",",,W","17.0",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-06-19","2.24",",,W",,,,," 1305",",,W","0.00",",,W",,,,,,,"90",",,W","64",",,W",,,"  110",",,W","  120",",,W",,,,,"8.9",",,W","14.1",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-06-20","2.68",",,W",,,,," 1420",",,W","0.00",",,W",,,,,,,"92",",,W","65",",,W",,,"  180",",,W","  170",",,W",,,,,"10.1",",,W","17.0",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-06-21","5.82",",,W",,,,," 1406",",,W","0.00",",,W",,,,,,,"95",",,W","71",",,W",,,"  240",",,W","  230",",,W",,,,,"13.0",",,W","17.0",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-06-22","7.16",",,W",,,,," 1557",",,W","0.00",",,W",,,,,,,"100",",,W","72",",,W",,,"  180",",,W","  170",",,W",,,,,"14.1",",,W","21.0",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-06-23","10.96",",,W",,,,," 1508",",,W","0.00",",,W",,,,,,,"100",",,W","77",",,W",,,"  210",",,W","  220",",,W",,,,,"19.9",",,W","29.1",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-06-24","6.71",",,W",,,,," 1235",",,W","0.00",",,W",,,,,,,"95",",,W","68",",,W",,,"  320",",,W","  310",",,W",,,,,"19.9",",,W","30.0",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-06-25","5.59",",,W",,,,," 1414",",,W","0.00",",,W",,,,,,,"94",",,W","62",",,W",,,"  260",",,W","  260",",,W",,,,,"16.1",",,W","25.1",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-06-26","6.71",",,W",,,,," 1621",",,W","0.07",",,W",,,,,,,"102",",,W","73",",,W",,,"  320",",,W","  320",",,W",,,,,"17.0",",,W","25.9",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-06-27","2.01",",,W",,,,," 1436",",,W","0.24",",,W",,,,,,,"90",",,W","70",",,W",,,"   40",",,W","   10",",,W",,,,,"8.1",",,W","14.1",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-06-28","4.03",",,W",,,,," 1523",",,W","0.00",",,W",,,,,,,"86",",,W","67",",,W",,,"   90",",,W","   50",",,W",,,,,"12.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-06-29","4.92",",,W",,,,," 1656",",,W","0.00",",,W",,,,,,,"96",",,W","70",",,W",,,"  190",",,W","  190",",,W",,,,,"15.0",",,W","23.0",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-06-30","7.38",",,W",,,,," 1856",",,W","0.67",",,W",,,,,,,"99",",,W","73",",,W",,,"  190",",,W","   20",",,W",,,,,"18.1",",,W","30.0",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-07-01","4.70",",,W",,,,," 1034",",,W","0.41",",,W",,,,,,,"80",",,W","61",",,W",,,"  310",",,W","   30",",,W",,,,,"14.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-07-02","2.68",",,W",,,,," 1745",",,W","0.00",",,W",,,,,,,"87",",,W","59",",,W",,,"   90",",,W","  110",",,W",,,,,"8.9",",,W","15.0",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-07-03","4.03",",,W",,,,," 1517",",,W","0.00",",,W",,,,,,,"89",",,W","64",",,W",,,"  180",",,W","  190",",,W",,,,,"13.0",",,W","21.0",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-07-04","4.70",",,W",,,,," 1550",",,W","0.19",",,W",,,,,,,"96",",,W","72",",,W",,,"  290",",,W","  300",",,W",,,,,"23.9",",,W","34.0",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-07-05","6.71",",,W",,,,," 2058",",,W","0.00",",,W",,,,,,,"100",",,W","75",",,W",,,"  210",",,W","  210",",,W",,,,,"18.1",",,W","27.1",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-07-06","5.14",",,W",,,,," 1601",",,W","0.00",",,W",,,,,,,"99",",,W","78",",,W",,,"  270",",,W","  290",",,W",,,,,"13.0",",,W","17.0",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-07-07","3.80",",,W",,,,," 0851",",,W","0.00",",,W",,,,,,,"95",",,W","75",",,W",,,"  210",",,W","   30",",,W",,,,,"8.9",",,W","16.1",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-07-08","3.36",",,W",,,,," 1459",",,W","0.94",",,W",,,,,,,"94",",,W","76",",,W",,,"  180",",,W","  180",",,W",,,,,"16.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-07-09","3.80",",,W",,,,," 1334",",,W","0.00","T,,W",,,,,,,"97",",,W","74",",,W",,,"  190",",,W","  190",",,W",,,,,"12.1",",,W","17.0",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-07-10","8.95",",,W",,,,," 1738",",,W","0.11",",,W",,,,,,,"95",",,W","78",",,W",,,"  290",",,W","  190",",,W",,,,,"19.9",",,W","29.1",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-07-11","2.46",",,W",,,,," 1707",",,W","0.02",",,W",,,,,,,"90",",,W","71",",,W",,,"  110",",,W","  150",",,W",,,,,"8.1",",,W","14.1",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-07-12","2.68",",,W",,,,," 1654",",,W","1.86",",,W",,,,,,,"79",",,W","72",",,W",,,"  220",",,W","  160",",,W",,,,,"12.1",",,W","19.0",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-07-13","1.34",",,W",,,,," 1204",",,W","0.02",",,W",,,,,,,"91",",,W","73",",,W",,,"  290",",,W","  290",",,W",,,,,"8.9",",,W","14.1",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-07-14","3.80",",,W",,,,," 1444",",,W","0.00",",,W",,,,,,,"99",",,W","73",",,W",,,"  180",",,W","  260",",,W",,,,,"12.1",",,W","17.0",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-07-15","7.16",",,W",,,,," 1646",",,W","0.00",",,W",,,,,,,"99",",,W","78",",,W",,,"  200",",,W","  170",",,W",,,,,"16.1",",,W","25.1",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-07-16","8.95",",,W",,,,," 1258",",,W","0.00",",,W",,,,,,,"99",",,W","79",",,W",,,"  220",",,W","  200",",,W",,,,,"18.1",",,W","27.1",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-07-17","7.83",",,W",,,,," 1553",",,W","0.09",",,W",,,,,,,"95",",,W","74",",,W",,,"  200",",,W","  180",",,W",,,,,"16.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-07-18","2.68",",,W",,,,," 0054",",,W","0.10",",,W",,,,,,,"84",",,W","72",",,W",,,"  240",",,W","  260",",,W",,,,,"10.1",",,W","17.0",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-07-19","2.68",",,W",,,,," 1358",",,W","0.00",",,W",,,,,,,"87",",,W","69",",,W",,,"   70",",,W","  110",",,W",,,,,"10.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-07-20","1.12",",,W",,,,," 1341",",,W","0.05",",,W",,,,,,,"82",",,W","69",",,W",,,"   40",",,W","   10",",,W",,,,,"8.9",",,W","16.1",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-07-21","1.57",",,W",,,,," 1616",",,W","0.00",",,W",,,,,,,"90",",,W","67",",,W",,,"  190",",,W","  190",",,W",,,,,"14.1",",,W","21.0",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-07-22","5.59",",,W",,,,," 0454",",,W","0.15",",,W",,,,,,,"86",",,W","72",",,W",,,"  190",",,W","  240",",,W",,,,,"14.1",",,W","19.9",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-07-23","3.80",",,W",,,,," 1630",",,W","0.23",",,W",,,,,,,"92",",,W","73",",,W",,,"  170",",,W","  190",",,W",,,,,"14.1",",,W","25.1",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-07-24","4.92",",,W",,,,," 1448",",,W","0.48",",,W",,,,,,,"84",",,W","74",",,W",,,"  250",",,W","  210",",,W",,,,,"13.0",",,W","17.0",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-07-25","4.70",",,W",,,,," 1417",",,W","0.01",",,W",,,,,,,"83",",,W","70",",,W",,,"  220",",,W","  210",",,W",,,,,"10.1",",,W","15.0",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-07-26","1.79",",,W",,,,," 1020",",,W","0.00",",,W",,,,,,,"84",",,W","68",",,W",,,"   60",",,W","   40",",,W",,,,,"10.1",",,W","17.0",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-07-27","1.79",",,W",,,,," 1334",",,W","0.00",",,W",,,,,,,"87",",,W","64",",,W",,,"   60",",,W","   40",",,W",,,,,"8.1",",,W","12.1",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-07-28","2.68",",,W",,,,," 1503",",,W","0.00",",,W",,,,,,,"89",",,W","64",",,W",,,"  120",",,W","  200",",,W",,,,,"8.9",",,W","13.0",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-07-29","8.50",",,W",,,,," 1907",",,W","0.00",",,W",,,,,,,"89",",,W","71",",,W",,,"  220",",,W","  200",",,W",,,,,"18.1",",,W","25.9",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-07-30","8.50",",,W",,,,," 1550",",,W","0.16",",,W",,,,,,,"89",",,W","72",",,W",,,"  240",",,W","  230",",,W",,,,,"23.9",",,W","34.0",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-07-31","2.91",",,W",,,,," 1701",",,W","0.00",",,W",,,,,,,"93",",,W","72",",,W",,,"  200",",,W","  200",",,W",,,,,"10.1",",,W","15.0",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-08-01","2.01",",,W",,,,," 1348",",,W","0.00",",,W",,,,,,,"97",",,W","72",",,W",,,"  300",",,W","  300",",,W",,,,,"8.9",",,W","14.1",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-08-02","8.95",",,W",,,,," 1746",",,W","0.09",",,W",,,,,,,"99",",,W","75",",,W",,,"  260",",,W","  250",",,W",,,,,"21.9",",,W","35.1",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-08-03","8.95",",,W",,,,," 1358",",,W","0.01",",,W",,,,,,,"92",",,W","73",",,W",,,"  190",",,W","  220",",,W",,,,,"18.1",",,W","29.1",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-08-04","5.37",",,W",,,,," 1737",",,W","0.09",",,W",,,,,,,"90",",,W","71",",,W",,,"  360",",,W","  340",",,W",,,,,"13.0",",,W","25.1",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-08-05","4.47",",,W",,,,," 1904",",,W","0.00",",,W",,,,,,,"92",",,W","71",",,W",,,"  190",",,W","  210",",,W",,,,,"14.1",",,W","19.0",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-08-06","7.61",",,W",,,,," 1620",",,W","0.00",",,W",,,,,,,"90",",,W","74",",,W",,,"  190",",,W","  180",",,W",,,,,"21.0",",,W","31.1",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-08-07","2.68",",,W",,,,," 1420",",,W","0.12",",,W",,,,,,,"88",",,W","74",",,W",,,"   90",",,W","   90",",,W",,,,,"12.1",",,W","18.1",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-08-08","7.38",",,W",,,,," 1647",",,W","1.00",",,W",,,,,,,"80",",,W","74",",,W",,,"   90",",,W","   70",",,W",,,,,"14.1",",,W","23.9",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-08-09","9.40",",,W",,,,," 0412",",,W","0.05",",,W",,,,,,,"87",",,W","75",",,W",,,"  180",",,W","  180",",,W",,,,,"21.0",",,W","34.0",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-08-10","2.01",",,W",,,,," 0913",",,W","0.00",",,W",,,,,,,"90",",,W","74",",,W",,,"  110",",,W","   50",",,W",,,,,"8.1",",,W","14.1",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-08-11","2.01",",,W",,,,," 0029",",,W","0.00",",,W",,,,,,,"85",",,W","68",",,W",,,"   20",",,W","  350",",,W",,,,,"8.1",",,W","14.1",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-08-12","2.01",",,W",,,,," 0837",",,W","0.00",",,W",,,,,,,"85",",,W","67",",,W",,,"  320",",,W","   30",",,W",,,,,"8.1",",,W","15.0",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-08-13","1.57",",,W",,,,," 1442",",,W","0.00",",,W",,,,,,,"85",",,W","65",",,W",,,"  310",",,W","  320",",,W",,,,,"10.1",",,W","15.0",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-08-14","1.79",",,W",,,,," 1117",",,W","0.00",",,W",,,,,,,"87",",,W","63",",,W",,,"   10",",,W","   10",",,W",,,,,"8.9",",,W","17.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-08-15","1.57",",,W",,,,," 1217",",,W","0.00",",,W",,,,,,,"88",",,W","61",",,W",,,"  310",",,W","   60",",,W",,,,,"10.1",",,W","15.0",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-08-16","3.80",",,W",,,,," 1055",",,W","0.00",",,W",,,,,,,"89",",,W","63",",,W",,,"  180",",,W","  190",",,W",,,,,"13.0",",,W","21.0",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-08-17","7.16",",,W",,,,," 1620",",,W","0.43",",,W",,,,,,,"90",",,W","73",",,W",,,"  200",",,W","  200",",,W",,,,,"15.0",",,W","21.0",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-08-18","4.92",",,W",,,,," 1612",",,W","0.38",",,W",,,,,,,"90",",,W","71",",,W",,,"  260",",,W","  270",",,W",,,,,"32.0",",,W","49.0",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-08-19","2.91",",,W",,,,," 1446",",,W","0.39",",,W",,,,,,,"88",",,W","66",",,W",,,"  320",",,W","  310",",,W",,,,,"23.0",",,W","38.9",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W",,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-08-20","3.13",",,W",,,,," 0819",",,W","0.00",",,W",,,,,,,"77",",,W","57",",,W",,,"  310",",,W","  350",",,W",,,,,"13.0",",,W","19.0",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-08-21","2.91",",,W",,,,," 1356",",,W","0.00",",,W",,,,,,,"77",",,W","52",",,W",,,"  310",",,W","  330",",,W",,,,,"12.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-08-22","1.12",",,W",,,,," 1201",",,W","0.00",",,W",,,,,,,"81",",,W","53",",,W",,,"  360",",,W","   50",",,W",,,,,"8.1",",,W","15.0",",,W",,,,,,,,,,,,,,,,
"USW00093775","ASHLAND HANOVER CO MUNICIPAL AIRPORT, VA US","37.70926","-77.43484","61.5","2024-08-23","1.57",",,W",,,,," 1027",",,W","0.00",",,W",,,,,,,"83",",,W","55",",,W",,,"  100",",,W","   50",",,W",,,,,"8.9",",,W","14.1",",,W",,,,,,,,,,,,,,,,
